national_inv,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,ppap_risk,went_on_backorder
-2.0,4.0,36.0,36.0,36.0,4.0,10.0,10.0,10.0,yes,yes
22.0,0.0,196.0,316.0,466.0,52.0,112.0,188.0,239.0,yes,yes
304.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,26.0,no,no
23.0,1.0,0.0,0.0,4.0,1.0,8.0,18.0,20.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
32.0,0.0,17.0,44.0,80.0,7.0,28.0,47.0,116.0,yes,no
3.0,0.0,8.0,13.0,15.0,5.0,9.0,10.0,13.0,no,yes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
6.0,1.0,12.0,12.0,24.0,19.0,37.0,43.0,50.0,no,yes
6.0,0.0,12.0,24.0,33.0,5.0,16.0,40.0,54.0,no,yes
726.0,646.0,1090.0,2180.0,2830.0,333.0,1094.0,2138.0,3026.0,no,no
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
96.0,0.0,0.0,0.0,0.0,6.0,18.0,28.0,33.0,no,no
0.0,0.0,4.0,4.0,8.0,0.0,2.0,3.0,5.0,yes,yes
40.0,1.0,30.0,90.0,120.0,9.0,28.0,70.0,89.0,no,no
167.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,21.0,no,no
23.0,0.0,16.0,36.0,52.0,3.0,11.0,40.0,65.0,no,no
534.0,582.0,3600.0,6814.0,10577.0,942.0,3502.0,6412.0,8598.0,yes,no
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,8.0,12.0,16.0,2.0,6.0,9.0,13.0,no,yes
5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,no,no
6.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,yes,no
0.0,0.0,10.0,15.0,20.0,10.0,15.0,25.0,33.0,no,yes
0.0,0.0,40.0,60.0,100.0,4.0,17.0,34.0,46.0,no,yes
11.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,no,no
0.0,0.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,no,yes
7880.0,60.0,0.0,0.0,0.0,136.0,659.0,1026.0,1653.0,no,no
4.0,0.0,20.0,30.0,40.0,2.0,10.0,23.0,34.0,no,no
139.0,0.0,0.0,0.0,0.0,9.0,28.0,68.0,103.0,no,no
3.0,12.0,12.0,24.0,36.0,6.0,16.0,28.0,39.0,no,yes
62.0,0.0,0.0,0.0,0.0,5.0,17.0,41.0,52.0,no,no
0.0,0.0,9.0,9.0,9.0,1.0,8.0,10.0,19.0,yes,yes
1.0,0.0,188.0,244.0,300.0,31.0,66.0,118.0,144.0,no,yes
2.0,2.0,2.0,4.0,7.0,1.0,5.0,10.0,11.0,no,no
0.0,0.0,383.0,481.0,481.0,0.0,0.0,0.0,0.0,yes,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,no,yes
8.0,0.0,12.0,20.0,28.0,3.0,9.0,18.0,30.0,no,yes
3.0,0.0,0.0,0.0,0.0,4.0,7.0,13.0,26.0,no,yes
-3.0,0.0,280.0,360.0,420.0,40.0,96.0,189.0,277.0,no,yes
1.0,0.0,132.0,228.0,336.0,14.0,46.0,62.0,65.0,no,yes
15.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,no,no
4.0,0.0,20.0,20.0,20.0,0.0,2.0,2.0,2.0,no,yes
17.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,29.0,no,no
1.0,0.0,6.0,10.0,16.0,2.0,7.0,10.0,13.0,no,yes
3.0,1.0,35.0,53.0,89.0,4.0,20.0,36.0,54.0,no,yes
0.0,0.0,5.0,7.0,9.0,2.0,3.0,6.0,9.0,yes,yes
-11.0,0.0,33.0,39.0,45.0,2.0,7.0,16.0,22.0,no,yes
7989.0,1430.0,0.0,0.0,0.0,3647.0,10601.0,11390.0,12424.0,no,no
4.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,8.0,no,yes
6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,no,no
3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,no,no
91.0,2.0,51.0,87.0,123.0,23.0,105.0,184.0,256.0,no,no
9.0,0.0,4.0,12.0,16.0,4.0,7.0,13.0,24.0,no,no
24.0,0.0,181.0,300.0,445.0,40.0,139.0,272.0,414.0,no,yes
0.0,0.0,11.0,15.0,20.0,1.0,6.0,6.0,6.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
-56.0,0.0,201.0,257.0,331.0,34.0,110.0,210.0,304.0,yes,yes
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,2.0,105.0,175.0,210.0,11.0,40.0,100.0,148.0,no,yes
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,no,yes
9.0,0.0,20.0,20.0,40.0,1.0,9.0,18.0,34.0,no,no
0.0,0.0,12.0,12.0,18.0,0.0,8.0,10.0,17.0,no,yes
66.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,22.0,no,no
0.0,10.0,30.0,50.0,60.0,12.0,27.0,39.0,63.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
100.0,0.0,972.0,1788.0,2672.0,202.0,605.0,1173.0,1596.0,no,yes
14.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,32.0,no,no
9.0,0.0,50.0,75.0,100.0,12.0,21.0,49.0,82.0,no,no
2.0,0.0,2.0,4.0,6.0,0.0,4.0,4.0,8.0,no,yes
682.0,0.0,0.0,0.0,0.0,21.0,114.0,265.0,561.0,no,no
7.0,0.0,12.0,17.0,27.0,9.0,9.0,18.0,21.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,no,yes
26.0,0.0,293.0,545.0,797.0,58.0,170.0,331.0,467.0,yes,yes
3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,no,no
51.0,0.0,75.0,75.0,75.0,0.0,1.0,1.0,1.0,no,no
22.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,no,no
0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,no,yes
58.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,no,no
0.0,0.0,23.0,33.0,43.0,0.0,0.0,0.0,0.0,no,yes
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
20.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,41.0,no,no
15.0,0.0,18.0,36.0,36.0,6.0,16.0,26.0,33.0,no,yes
4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,no,yes
27.0,0.0,0.0,16.0,48.0,3.0,19.0,48.0,58.0,no,no
8.0,0.0,47.0,93.0,116.0,13.0,29.0,42.0,50.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,yes
101.0,18.0,167.0,227.0,287.0,22.0,105.0,245.0,373.0,no,no
4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,yes,no
0.0,0.0,20.0,20.0,20.0,0.0,4.0,7.0,9.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
2.0,0.0,4.0,12.0,16.0,4.0,6.0,11.0,18.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
46.0,3.0,1125.0,1725.0,2333.0,232.0,893.0,1484.0,2231.0,no,yes
2.0,0.0,6.0,10.0,14.0,4.0,9.0,13.0,19.0,yes,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes
274.0,0.0,0.0,0.0,0.0,1.0,10.0,31.0,50.0,no,no
111.0,0.0,0.0,0.0,0.0,4.0,6.0,19.0,23.0,no,no
3.0,0.0,10.0,10.0,20.0,5.0,6.0,20.0,25.0,no,yes
3.0,1.0,4.0,8.0,16.0,1.0,6.0,13.0,26.0,no,yes
0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,yes,yes
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
35.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,16.0,27.0,49.0,2.0,8.0,13.0,17.0,no,yes
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,11.0,11.0,11.0,0.0,1.0,5.0,5.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,no,yes
120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,no,yes
14.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,no,no
-1.0,3.0,82.0,124.0,158.0,24.0,60.0,122.0,196.0,no,yes
-1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,no,yes
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,40.0,40.0,120.0,160.0,20.0,55.0,119.0,162.0,no,yes
0.0,0.0,2.0,4.0,5.0,2.0,2.0,4.0,6.0,no,yes
13.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,no,no
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
7.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,no,yes
1273.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,18.0,no,no
-1.0,0.0,34.0,78.0,100.0,2.0,15.0,31.0,49.0,no,yes
32.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,no,no
5.0,0.0,169.0,189.0,189.0,6.0,16.0,26.0,42.0,no,yes
1.0,0.0,5.0,5.0,5.0,25.0,29.0,51.0,68.0,no,yes
6.0,0.0,15.0,15.0,30.0,5.0,12.0,22.0,27.0,no,yes
-110.0,0.0,2645.0,4149.0,5949.0,133.0,133.0,133.0,133.0,no,yes
0.0,0.0,29.0,53.0,63.0,0.0,0.0,0.0,0.0,yes,yes
23.0,0.0,0.0,0.0,0.0,3.0,10.0,23.0,32.0,no,no
18.0,0.0,0.0,0.0,0.0,4.0,9.0,20.0,35.0,no,no
78.0,60.0,216.0,488.0,771.0,67.0,208.0,509.0,784.0,no,no
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
53.0,12.0,416.0,740.0,1064.0,137.0,401.0,659.0,864.0,no,yes
0.0,0.0,369.0,369.0,425.0,0.0,0.0,0.0,0.0,no,yes
58.0,55.0,2.0,2.0,10.0,34.0,68.0,110.0,170.0,no,no
1.0,0.0,8.0,12.0,24.0,2.0,7.0,13.0,16.0,no,yes
-1.0,0.0,9.0,11.0,13.0,1.0,9.0,11.0,12.0,no,yes
0.0,0.0,360.0,612.0,864.0,0.0,1.0,1.0,1.0,no,yes
0.0,0.0,7.0,7.0,7.0,0.0,0.0,4.0,4.0,no,yes
0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,no,yes
-2.0,9.0,768.0,1104.0,1488.0,143.0,466.0,897.0,1278.0,yes,yes
0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,no,yes
19.0,0.0,2.0,2.0,2.0,0.0,3.0,5.0,9.0,no,no
0.0,0.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,no,yes
11.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,26.0,no,yes
249.0,0.0,0.0,0.0,0.0,6.0,20.0,50.0,73.0,no,no
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,yes,no
0.0,2.0,8.0,8.0,12.0,2.0,11.0,16.0,25.0,no,yes
0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,yes,yes
16.0,0.0,0.0,0.0,7.0,5.0,11.0,19.0,33.0,no,no
0.0,0.0,4.0,4.0,4.0,0.0,2.0,4.0,6.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
152.0,0.0,0.0,0.0,0.0,7.0,24.0,56.0,95.0,no,yes
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
13.0,0.0,14.0,28.0,42.0,2.0,10.0,20.0,27.0,no,no
4.0,0.0,20.0,28.0,40.0,8.0,15.0,23.0,28.0,no,yes
8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,no,no
0.0,0.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,no,yes
1.0,0.0,2.0,4.0,6.0,1.0,3.0,3.0,3.0,no,no
1.0,0.0,3.0,6.0,9.0,1.0,3.0,6.0,9.0,no,no
-6.0,0.0,32.0,32.0,32.0,0.0,2.0,8.0,8.0,no,yes
7.0,0.0,19.0,31.0,47.0,13.0,31.0,50.0,71.0,no,yes
0.0,0.0,17.0,30.0,37.0,5.0,11.0,21.0,30.0,no,yes
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
32.0,0.0,33.0,34.0,34.0,17.0,71.0,97.0,157.0,no,no
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
1.0,0.0,4.0,5.0,8.0,0.0,3.0,5.0,8.0,no,yes
148.0,2.0,0.0,0.0,20.0,21.0,82.0,149.0,226.0,no,no
5.0,0.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,no,yes
84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,2.0,4.0,7.0,2.0,4.0,5.0,5.0,no,yes
30.0,8.0,111.0,153.0,193.0,28.0,80.0,136.0,220.0,yes,no
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,yes,no
-17.0,30.0,256.0,408.0,544.0,86.0,189.0,312.0,447.0,no,yes
253.0,0.0,0.0,0.0,0.0,7.0,22.0,47.0,76.0,no,no
0.0,0.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,no,no
6.0,0.0,0.0,5.0,5.0,1.0,4.0,7.0,11.0,no,no
124.0,0.0,0.0,0.0,0.0,4.0,16.0,32.0,47.0,no,yes
0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,13.0,16.0,18.0,2.0,6.0,6.0,14.0,no,yes
0.0,0.0,4.0,6.0,7.0,1.0,4.0,4.0,5.0,no,yes
0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,yes,no
8.0,0.0,18.0,18.0,18.0,15.0,23.0,23.0,23.0,no,yes
437.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,no,no
0.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,no,yes
2.0,0.0,5.0,8.0,14.0,2.0,10.0,15.0,20.0,yes,yes
14.0,28.0,18.0,36.0,54.0,11.0,44.0,77.0,111.0,no,no
14.0,0.0,0.0,0.0,0.0,11.0,13.0,15.0,15.0,no,yes
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,36.0,46.0,56.0,12.0,23.0,39.0,56.0,yes,yes
9.0,0.0,25.0,50.0,75.0,2.0,26.0,63.0,87.0,no,yes
0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,yes,yes
0.0,900.0,350.0,350.0,350.0,0.0,0.0,0.0,0.0,no,yes
8.0,0.0,4.0,4.0,4.0,12.0,18.0,21.0,21.0,no,yes
3.0,0.0,92.0,128.0,188.0,12.0,96.0,184.0,267.0,no,yes
14.0,13.0,0.0,0.0,0.0,3.0,5.0,6.0,26.0,no,no
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes
8.0,0.0,10.0,17.0,24.0,5.0,12.0,25.0,41.0,no,yes
1.0,0.0,23.0,35.0,53.0,3.0,10.0,23.0,33.0,no,yes
24.0,0.0,40.0,80.0,120.0,9.0,31.0,55.0,78.0,no,yes
0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,3.0,no,yes
4.0,0.0,0.0,0.0,0.0,15.0,15.0,16.0,16.0,no,yes
15.0,0.0,0.0,0.0,0.0,4.0,8.0,13.0,13.0,no,yes
52.0,30.0,60.0,120.0,180.0,21.0,73.0,157.0,222.0,no,no
17.0,0.0,279.0,460.0,647.0,58.0,176.0,289.0,290.0,no,yes
11.0,0.0,17.0,49.0,85.0,12.0,34.0,74.0,98.0,no,yes
81.0,0.0,0.0,0.0,0.0,4.0,17.0,38.0,56.0,no,no
3.0,0.0,101.0,101.0,101.0,1.0,2.0,2.0,4.0,no,no
4.0,0.0,9.0,18.0,27.0,2.0,10.0,16.0,29.0,no,yes
9.0,0.0,10.0,15.0,30.0,6.0,28.0,35.0,49.0,no,yes
-18.0,6.0,199.0,379.0,514.0,182.0,276.0,376.0,578.0,no,no
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
37.0,0.0,0.0,0.0,0.0,60.0,106.0,117.0,125.0,no,yes
123.0,161.0,353.0,633.0,913.0,96.0,287.0,529.0,705.0,no,no
0.0,0.0,17.0,27.0,32.0,0.0,0.0,0.0,0.0,yes,yes
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,11.0,22.0,28.0,1.0,5.0,12.0,25.0,no,yes
5.0,4.0,504.0,828.0,1152.0,131.0,401.0,675.0,879.0,no,yes
-80.0,604.0,108.0,432.0,810.0,705.0,998.0,1507.0,1783.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
33.0,0.0,10.0,60.0,100.0,12.0,39.0,90.0,130.0,no,yes
-100.0,0.0,540.0,540.0,540.0,70.0,160.0,367.0,813.0,no,yes
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,16.0,27.0,49.0,2.0,7.0,13.0,16.0,no,yes
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
58.0,20.0,160.0,340.0,540.0,55.0,112.0,139.0,141.0,no,no
202.0,91.0,22.0,135.0,201.0,29.0,86.0,196.0,307.0,no,no
-3.0,0.0,182.0,271.0,323.0,43.0,144.0,208.0,271.0,no,yes
4.0,0.0,1.0,4.0,6.0,0.0,1.0,1.0,5.0,no,no
-6.0,0.0,32.0,32.0,32.0,0.0,2.0,8.0,8.0,no,yes
24.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,no,no
9.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,no,no
2.0,0.0,3.0,5.0,7.0,2.0,3.0,7.0,10.0,no,yes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
843.0,0.0,0.0,0.0,2000.0,0.0,126.0,504.0,816.0,no,no
4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,no,no
0.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,no,yes
4.0,0.0,0.0,5.0,5.0,1.0,2.0,6.0,7.0,no,yes
37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,no,no
53.0,100.0,0.0,100.0,200.0,32.0,103.0,183.0,282.0,no,no
0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,yes,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
10.0,0.0,18.0,18.0,36.0,10.0,22.0,39.0,58.0,no,no
0.0,0.0,17.0,24.0,38.0,2.0,15.0,18.0,21.0,no,yes
3.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,4.0,no,no
23.0,0.0,0.0,0.0,7.0,1.0,5.0,14.0,18.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,no,yes
107.0,20.0,0.0,60.0,120.0,23.0,62.0,112.0,153.0,no,no
-4.0,0.0,96.0,96.0,144.0,12.0,42.0,71.0,90.0,no,yes
0.0,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,yes,yes
20.0,0.0,15.0,35.0,55.0,12.0,54.0,84.0,126.0,no,yes
15.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,7.0,no,no
14.0,0.0,33.0,53.0,73.0,12.0,22.0,35.0,64.0,no,yes
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,no
357.0,0.0,0.0,130.0,315.0,5.0,11.0,21.0,45.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,no,no
2.0,0.0,9.0,19.0,26.0,3.0,7.0,15.0,21.0,no,yes
4.0,0.0,25.0,25.0,25.0,6.0,15.0,29.0,57.0,no,yes
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
6.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,no,no
0.0,0.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,yes,yes
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,no,no
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,820.0,1360.0,1840.0,0.0,0.0,0.0,0.0,no,yes
0.0,0.0,61.0,81.0,81.0,0.0,1.0,2.0,2.0,no,yes
11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
30.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,16.0,no,no
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,no,no
-1.0,0.0,24.0,39.0,54.0,6.0,17.0,29.0,40.0,no,yes
2.0,0.0,4.0,8.0,12.0,1.0,3.0,5.0,8.0,no,no
1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,no,yes
2.0,0.0,34.0,43.0,43.0,4.0,8.0,14.0,25.0,no,yes
43.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,no,no
7.0,0.0,5.0,15.0,20.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,6.0,6.0,6.0,0.0,0.0,2.0,3.0,no,yes
1.0,5.0,0.0,0.0,1.0,0.0,4.0,7.0,9.0,no,no
107.0,42.0,84.0,210.0,378.0,16.0,72.0,132.0,165.0,no,yes
99.0,20.0,90.0,120.0,210.0,25.0,75.0,151.0,248.0,no,no
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
0.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,yes,no
0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,no,no
2.0,2.0,5.0,5.0,5.0,0.0,3.0,5.0,6.0,no,no
30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,no,no
0.0,0.0,7.0,11.0,15.0,4.0,6.0,10.0,16.0,no,yes
2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,no,no
2.0,0.0,6.0,12.0,18.0,3.0,6.0,10.0,10.0,no,no
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
17.0,0.0,41.0,68.0,122.0,23.0,38.0,80.0,110.0,no,yes
5.0,0.0,6.0,16.0,26.0,2.0,6.0,17.0,30.0,no,yes
0.0,0.0,8.0,14.0,21.0,5.0,17.0,33.0,42.0,no,yes
22762.0,9385.0,12745.0,31375.0,44875.0,5103.0,17262.0,35798.0,60217.0,no,no
14.0,0.0,14.0,14.0,14.0,5.0,10.0,11.0,28.0,no,yes
55.0,4.0,40.0,72.0,109.0,26.0,50.0,89.0,153.0,no,no
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
24.0,0.0,96.0,192.0,288.0,24.0,63.0,117.0,208.0,no,yes
4.0,0.0,5.0,10.0,14.0,30.0,58.0,77.0,81.0,no,yes
0.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,yes,yes
5.0,0.0,53.0,73.0,105.0,7.0,26.0,62.0,95.0,no,yes
0.0,0.0,12.0,12.0,12.0,3.0,4.0,5.0,9.0,no,yes
5.0,0.0,10.0,16.0,24.0,6.0,13.0,24.0,41.0,no,no
73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,no,no
0.0,1.0,96.0,160.0,224.0,16.0,64.0,138.0,188.0,no,yes
0.0,17.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,yes,no
99.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,no,no
2.0,0.0,13.0,13.0,13.0,0.0,7.0,13.0,18.0,no,yes
88.0,3.0,0.0,0.0,0.0,9.0,34.0,79.0,123.0,no,no
2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,no,yes
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no
539.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,121.0,no,no
3.0,0.0,0.0,0.0,0.0,7.0,19.0,33.0,40.0,no,yes
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,no,no
239.0,4.0,0.0,0.0,0.0,11.0,34.0,86.0,137.0,no,no
35.0,10.0,20.0,70.0,110.0,12.0,40.0,94.0,134.0,no,no
0.0,0.0,3.0,5.0,6.0,0.0,4.0,4.0,8.0,no,yes
2.0,0.0,43.0,64.0,85.0,2.0,15.0,37.0,51.0,no,yes
0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,2.0,no,yes
3.0,0.0,77.0,77.0,77.0,3.0,6.0,7.0,13.0,no,no
32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,no,no
12.0,0.0,18.0,30.0,40.0,4.0,8.0,12.0,12.0,no,no
0.0,0.0,0.0,103.0,135.0,0.0,0.0,0.0,0.0,no,yes
495.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,no,no
94.0,0.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,no,no
2.0,0.0,40.0,40.0,40.0,155.0,157.0,159.0,159.0,no,yes
7.0,0.0,1870.0,3120.0,4600.0,2.0,2.0,2.0,2.0,yes,yes
0.0,0.0,6.0,6.0,12.0,2.0,4.0,5.0,6.0,no,yes
11.0,0.0,27.0,51.0,83.0,5.0,29.0,53.0,86.0,no,yes
15.0,100.0,0.0,0.0,0.0,0.0,20.0,38.0,49.0,no,no
183.0,40.0,480.0,924.0,1488.0,174.0,614.0,1074.0,1456.0,no,no
0.0,0.0,250.0,470.0,710.0,0.0,0.0,0.0,0.0,no,yes
-37.0,9.0,1389.0,2098.0,2819.0,354.0,1100.0,2091.0,3230.0,no,yes
