customerID,tenure,Contract,PaymentMethod,MonthlyCharges,Churn
1587-FKLZB,66,Month-to-month,Credit card (automatic),99.5,Yes
5356-RHIPP,1,Month-to-month,Mailed check,20.2,Yes
7530-HDYDS,38,Month-to-month,Credit card (automatic),84.25,Yes
7074-IEVOJ,3,Month-to-month,Electronic check,79.4,Yes
2719-BDAQO,17,Month-to-month,Electronic check,93.85,Yes
2683-BPJSO,29,Month-to-month,Electronic check,84.45,Yes
9601-BRXPO,25,Month-to-month,Bank transfer (automatic),104.95,Yes
7270-BDIOA,22,Month-to-month,Electronic check,90.0,Yes
0203-HHYIJ,25,One year,Bank transfer (automatic),25.3,Yes
4315-MURBD,12,Month-to-month,Bank transfer (automatic),98.9,Yes
1334-FJSVR,1,Month-to-month,Electronic check,24.25,Yes
2691-NZETQ,9,Month-to-month,Electronic check,85.35,Yes
7595-EUIVN,1,Month-to-month,Electronic check,75.8,Yes
4652-NNHNY,16,Month-to-month,Bank transfer (automatic),73.85,Yes
1918-ZBFQJ,13,Month-to-month,Electronic check,79.25,Yes
6583-QGCSI,50,Month-to-month,Electronic check,88.05,Yes
6474-FVJLC,2,Month-to-month,Electronic check,86.0,Yes
5649-TJHOV,27,Month-to-month,Bank transfer (automatic),36.5,Yes
8739-WWKDU,25,Month-to-month,Electronic check,89.5,Yes
3091-FYHKI,1,Month-to-month,Electronic check,35.45,Yes
8651-ENBZX,60,One year,Electronic check,106.0,Yes
3177-LASXD,1,Month-to-month,Electronic check,71.35,Yes
0778-NELLA,9,Month-to-month,Credit card (automatic),34.7,Yes
8685-WHQPW,22,Month-to-month,Bank transfer (automatic),74.4,Yes
9940-RHLFB,1,Month-to-month,Electronic check,75.3,Yes
7632-MNYOY,66,One year,Credit card (automatic),110.9,Yes
7479-NITWS,7,Month-to-month,Credit card (automatic),89.35,Yes
7551-DACSP,6,Month-to-month,Mailed check,55.3,Yes
4237-RLAQD,1,Month-to-month,Mailed check,45.85,Yes
9564-KCLHR,1,Month-to-month,Mailed check,51.25,Yes
9158-VCTQB,41,Month-to-month,Bank transfer (automatic),113.6,Yes
1396-QWFBJ,21,Month-to-month,Bank transfer (automatic),74.05,Yes
5896-NPFWW,3,Month-to-month,Electronic check,50.15,Yes
9885-CSMWE,1,Month-to-month,Electronic check,78.45,Yes
0516-WJVXC,5,Month-to-month,Electronic check,54.2,Yes
3721-CNEYS,2,Month-to-month,Electronic check,70.95,Yes
6615-ZGEDR,1,Month-to-month,Mailed check,19.7,Yes
3276-HDUEG,1,Month-to-month,Mailed check,75.05,Yes
7881-INRLC,45,Month-to-month,Credit card (automatic),100.85,Yes
5159-YFPKQ,2,Month-to-month,Electronic check,75.8,Yes
5949-EBSQK,4,Month-to-month,Credit card (automatic),61.45,Yes
3943-KDREE,26,Month-to-month,Bank transfer (automatic),74.95,Yes
2369-UAPKZ,5,Month-to-month,Mailed check,104.1,Yes
9448-REEVD,1,Month-to-month,Credit card (automatic),44.7,Yes
2165-VOEGB,46,One year,Bank transfer (automatic),105.2,Yes
9058-CBREO,1,Month-to-month,Mailed check,50.55,Yes
0872-NXJYS,9,Month-to-month,Electronic check,79.55,Yes
2372-HWUHI,2,Month-to-month,Electronic check,44.35,Yes
2189-UXTKY,22,Month-to-month,Electronic check,79.2,Yes
6410-LEFEN,9,Month-to-month,Electronic check,45.15,Yes
8627-EHGIP,44,One year,Mailed check,53.95,Yes
8066-POXGX,13,Month-to-month,Electronic check,35.1,Yes
4391-RESHN,23,Month-to-month,Mailed check,104.05,Yes
3594-UVONA,35,One year,Credit card (automatic),85.95,Yes
5655-JSMZM,49,Month-to-month,Electronic check,96.2,Yes
2225-ZRGSG,70,Two year,Bank transfer (automatic),93.9,Yes
6311-UEUME,29,Month-to-month,Electronic check,78.9,Yes
0634-SZPQA,23,Month-to-month,Bank transfer (automatic),90.05,Yes
2446-BEGGB,6,Month-to-month,Electronic check,98.25,Yes
5931-FLJJF,7,Month-to-month,Mailed check,70.1,Yes
4925-LMHOK,15,Month-to-month,Credit card (automatic),58.6,Yes
6086-ESGRL,1,Month-to-month,Credit card (automatic),80.15,Yes
6961-VCPMC,46,Month-to-month,Electronic check,80.4,Yes
6317-YPKDH,1,Month-to-month,Bank transfer (automatic),29.95,Yes
5960-WPXQM,1,Month-to-month,Electronic check,79.05,Yes
0870-VEMYL,5,Month-to-month,Credit card (automatic),53.85,Yes
5832-XKAES,2,Month-to-month,Credit card (automatic),69.8,Yes
4729-XKASR,1,Month-to-month,Electronic check,24.75,Yes
0616-ATFGB,1,Month-to-month,Electronic check,25.05,Yes
0876-WDUUZ,5,Month-to-month,Credit card (automatic),85.4,Yes
9445-SZLCH,36,Month-to-month,Bank transfer (automatic),97.35,Yes
3722-WPXTK,1,Month-to-month,Electronic check,88.35,Yes
1428-GTBJJ,11,Month-to-month,Electronic check,74.55,Yes
1448-PWKYE,1,Month-to-month,Electronic check,80.0,Yes
2012-NWRPA,11,Month-to-month,Electronic check,99.55,Yes
6521-YYTYI,1,Month-to-month,Electronic check,93.3,Yes
0378-TOVMS,3,Month-to-month,Electronic check,85.8,Yes
0617-FHSGK,49,Month-to-month,Credit card (automatic),75.2,Yes
7551-JOHTI,1,Month-to-month,Mailed check,19.5,Yes
8035-BUYVG,40,One year,Electronic check,42.35,Yes
3190-XFANI,49,One year,Bank transfer (automatic),100.6,Yes
9282-IZGQK,1,Month-to-month,Electronic check,85.0,Yes
2754-VDLTR,10,Month-to-month,Electronic check,95.2,Yes
9965-YOKZB,9,Month-to-month,Electronic check,83.85,Yes
2962-XPMCQ,2,Month-to-month,Electronic check,45.15,Yes
9465-RWMXL,32,Month-to-month,Electronic check,78.9,Yes
8623-TMRBY,51,Month-to-month,Electronic check,84.2,Yes
8199-ZLLSA,67,One year,Bank transfer (automatic),118.35,Yes
6022-UGGSO,32,Month-to-month,Electronic check,74.4,Yes
8436-BJUMM,26,Month-to-month,Electronic check,83.75,Yes
8329-IBCTI,1,Month-to-month,Mailed check,19.65,Yes
8020-BWHYL,15,Month-to-month,Credit card (automatic),75.3,Yes
6393-WRYZE,34,Month-to-month,Electronic check,97.65,Yes
2391-SOORI,4,Month-to-month,Electronic check,49.35,Yes
7394-FKDNK,9,Month-to-month,Electronic check,89.45,Yes
4088-YLDSU,55,One year,Electronic check,104.15,Yes
1251-KRREG,2,Month-to-month,Mailed check,54.4,Yes
2115-BFTIW,25,Month-to-month,Mailed check,70.95,Yes
8634-MPHTR,47,Month-to-month,Electronic check,100.05,Yes
1349-WXNGG,1,Month-to-month,Bank transfer (automatic),20.05,Yes
0723-DRCLG,1,Month-to-month,Electronic check,74.45,Yes
8337-MSSXB,14,Month-to-month,Electronic check,86.3,Yes
6979-ZNSFF,8,Month-to-month,Electronic check,87.05,Yes
1555-DJEQW,70,Two year,Bank transfer (automatic),114.2,Yes
7660-HDPJV,1,Month-to-month,Electronic check,69.2,Yes
7016-BPGEU,29,Month-to-month,Credit card (automatic),25.1,Yes
5515-AKOAJ,54,Month-to-month,Electronic check,100.1,Yes
7696-AMHOD,49,One year,Credit card (automatic),78.0,No
7033-CLAMM,48,Two year,Bank transfer (automatic),20.2,No
7005-CYUIL,71,Two year,Electronic check,99.4,No
6692-YQHXC,16,Month-to-month,Credit card (automatic),69.95,No
7639-LIAYI,52,Two year,Credit card (automatic),79.75,No
5469-NUJUR,19,Two year,Mailed check,19.95,No
3544-FBCAS,72,Two year,Credit card (automatic),83.6,No
4826-TZEVA,40,Month-to-month,Credit card (automatic),74.8,No
3841-NFECX,71,Two year,Credit card (automatic),96.35,No
6734-PSBAW,72,Two year,Bank transfer (automatic),23.55,No
8402-OOOHJ,41,Two year,Mailed check,20.65,No
2215-ZAFGX,9,Month-to-month,Electronic check,85.5,No
0015-UOCOJ,7,Month-to-month,Electronic check,48.2,No
6295-OSINB,72,Two year,Electronic check,109.65,No
2122-SZZZD,44,One year,Credit card (automatic),19.5,No
1439-LCGVL,26,One year,Mailed check,19.2,No
6599-GZWCM,13,One year,Mailed check,74.65,No
1950-KSVVJ,45,One year,Mailed check,113.3,No
7130-YXBRO,48,Month-to-month,Bank transfer (automatic),111.45,No
5066-GFJMM,3,Month-to-month,Mailed check,19.9,No
1428-IEDPR,52,Two year,Electronic check,109.3,No
3969-GYXEL,11,Month-to-month,Electronic check,76.4,No
5288-AHOUP,11,Month-to-month,Electronic check,78.5,No
9661-JALZV,58,Two year,Credit card (automatic),24.7,No
8749-TZYEC,72,Two year,Credit card (automatic),24.8,No
7811-JIVPF,23,Month-to-month,Credit card (automatic),49.7,No
6480-YAGIY,45,One year,Credit card (automatic),112.2,No
5451-MHQOF,56,One year,Mailed check,24.45,No
6030-REHUX,28,Month-to-month,Electronic check,110.85,No
6823-SIDFQ,28,One year,Credit card (automatic),18.25,No
7181-OQCUT,21,Month-to-month,Mailed check,103.85,No
4987-GQWPO,17,Month-to-month,Credit card (automatic),25.1,No
9927-DSWDF,22,Month-to-month,Electronic check,104.6,No
6128-DAFVY,56,Month-to-month,Credit card (automatic),44.85,No
9833-TGFHX,42,One year,Electronic check,97.1,No
7634-HLQJR,47,Two year,Credit card (automatic),20.05,No
6211-WWLTF,63,Two year,Credit card (automatic),99.7,No
3733-ZEECP,22,Month-to-month,Electronic check,51.1,No
0708-SJDIS,34,Month-to-month,Mailed check,65.0,No
7968-QUXNS,6,Month-to-month,Mailed check,18.95,No
5313-FPXWG,51,One year,Bank transfer (automatic),24.6,No
8755-IWJHN,69,Month-to-month,Bank transfer (automatic),95.35,No
2550-AEVRU,57,One year,Electronic check,53.45,No
3230-IUALN,45,Two year,Mailed check,81.0,No
5129-JLPIS,25,Month-to-month,Electronic check,105.5,No
9258-CNWAC,71,Two year,Credit card (automatic),113.65,No
0816-TSPHQ,2,Month-to-month,Mailed check,20.75,No
0731-EBJQB,52,One year,Electronic check,20.4,No
7138-GIRSH,50,Two year,Bank transfer (automatic),69.5,No
6439-LAJXL,9,Month-to-month,Mailed check,68.95,No
6896-SRVYQ,44,Month-to-month,Electronic check,73.85,No
9244-ZVAPM,1,Month-to-month,Mailed check,45.6,No
5186-EJEGL,9,Month-to-month,Mailed check,69.5,No
6425-JWTDV,48,Two year,Mailed check,19.25,No
4795-UXVCJ,26,One year,Credit card (automatic),19.8,No
7416-CKTEP,57,Two year,Bank transfer (automatic),19.6,No
1686-STUHN,42,One year,Bank transfer (automatic),19.8,No
8513-OLYGY,72,Two year,Credit card (automatic),115.8,No
6180-YBIQI,5,Month-to-month,Mailed check,24.3,No
0708-LGSMF,13,Month-to-month,Electronic check,65.85,No
0164-XAIRP,24,Two year,Bank transfer (automatic),19.55,No
9070-BCKQP,72,Two year,Credit card (automatic),110.15,No
9027-YFHQJ,7,Month-to-month,Bank transfer (automatic),25.05,No
2361-FJWNO,40,One year,Credit card (automatic),36.0,No
3878-AVSOQ,1,Month-to-month,Electronic check,71.25,No
9313-CDOGY,38,Month-to-month,Electronic check,19.6,No
2811-POVEX,23,Month-to-month,Bank transfer (automatic),88.45,No
7998-ZLXWN,15,Month-to-month,Credit card (automatic),20.45,No
3014-WJKSM,29,Month-to-month,Credit card (automatic),75.3,No
8161-QYMTT,7,Month-to-month,Electronic check,94.1,No
4626-OZDTJ,51,One year,Credit card (automatic),78.65,No
7576-ASEJU,41,One year,Credit card (automatic),74.7,No
3733-LSYCE,15,Month-to-month,Bank transfer (automatic),75.35,No
3005-TYFRD,55,Month-to-month,Credit card (automatic),103.65,No
1600-DILPE,12,Month-to-month,Bank transfer (automatic),45.0,No
1685-BQULA,40,Month-to-month,Bank transfer (automatic),93.4,No
9626-WEQRM,4,Month-to-month,Mailed check,29.15,No
5795-BKOYE,69,One year,Bank transfer (automatic),59.1,No
4367-NHWMM,1,Month-to-month,Mailed check,24.9,No
1173-NOEYG,27,Month-to-month,Bank transfer (automatic),90.15,No
7771-ZONAT,22,Two year,Bank transfer (automatic),56.75,No
9079-LWTFD,47,Month-to-month,Mailed check,100.75,No
1017-FBQMM,62,One year,Credit card (automatic),106.05,No
3404-JNXAX,51,Month-to-month,Electronic check,80.75,No
7134-HBPBS,72,Two year,Bank transfer (automatic),108.1,No
5095-ETBRJ,55,Two year,Mailed check,56.8,No
7673-LPRNY,23,One year,Electronic check,78.55,No
1820-DJFPH,72,Two year,Bank transfer (automatic),24.05,No
5222-IMUKT,32,Month-to-month,Electronic check,91.05,No
3719-TDVQB,54,Two year,Mailed check,18.95,No
2731-GJRDG,32,One year,Bank transfer (automatic),109.55,No
7190-XHTWJ,38,One year,Mailed check,19.3,No
1746-TGTWV,1,Month-to-month,Credit card (automatic),75.35,No
3413-BMNZE,1,Month-to-month,Bank transfer (automatic),45.25,No
5275-PMFUT,72,Two year,Credit card (automatic),64.8,No
3682-YEUWS,10,Month-to-month,Mailed check,24.4,No
4706-DGAHW,1,Month-to-month,Electronic check,45.2,No
2077-MPJQO,7,Month-to-month,Electronic check,75.4,No
9828-QHFBK,24,Month-to-month,Electronic check,51.15,No
9592-ERDKV,37,One year,Mailed check,79.25,No
5149-QYTTU,71,One year,Credit card (automatic),95.15,No
8069-YQQAJ,14,Month-to-month,Mailed check,31.1,No
1622-HSHSF,1,Month-to-month,Mailed check,19.55,No
5173-WXOQV,2,Month-to-month,Mailed check,64.2,No
2075-RMJIK,5,Month-to-month,Mailed check,49.4,No
4832-VRBMR,65,One year,Bank transfer (automatic),103.15,No
3359-DSRKA,58,Two year,Mailed check,19.85,No
5481-NTDOH,67,One year,Credit card (automatic),107.05,No
2724-FJDYW,39,One year,Bank transfer (automatic),54.85,No
2519-TWKFS,25,One year,Mailed check,55.1,No
5701-SVCWR,1,Month-to-month,Mailed check,24.0,No
9867-NNXLC,22,Month-to-month,Mailed check,20.05,No
7351-MHQVU,6,Month-to-month,Credit card (automatic),50.95,No
8345-MVDYC,45,Two year,Bank transfer (automatic),81.65,No
6583-KQJLK,15,Month-to-month,Electronic check,94.65,No
4827-LTQRJ,66,One year,Credit card (automatic),110.6,No
0604-THJFP,59,Two year,Credit card (automatic),75.95,No
6215-NQCPY,15,Month-to-month,Electronic check,99.7,No
1796-JANOW,2,Month-to-month,Mailed check,19.95,No
7682-AZNDK,34,Month-to-month,Electronic check,89.85,No
9391-TTOYH,23,Month-to-month,Mailed check,19.5,No
4397-FRLTA,4,Month-to-month,Mailed check,20.15,No
0607-MVMGC,45,One year,Credit card (automatic),78.75,No
1488-SYSFC,31,Month-to-month,Electronic check,20.65,No
0428-IKYCP,22,Month-to-month,Bank transfer (automatic),87.0,No
9812-GHVRI,40,Month-to-month,Bank transfer (automatic),83.85,No
1307-ATKGB,24,Month-to-month,Electronic check,89.55,No
1360-JYXKQ,54,One year,Electronic check,99.1,No
2541-YGPKE,42,One year,Credit card (automatic),63.7,No
5376-PCKNB,72,One year,Credit card (automatic),104.45,No
9469-WEJBT,37,Month-to-month,Electronic check,90.35,No
9334-GWGOW,7,Month-to-month,Electronic check,74.85,No
5845-BZZIB,35,Two year,Mailed check,20.1,No
5393-HJZSM,32,Month-to-month,Bank transfer (automatic),76.3,No
3633-CDBUW,17,One year,Electronic check,80.85,No
1052-QJIBV,71,Two year,Credit card (automatic),19.9,No
8690-UPCZI,29,One year,Bank transfer (automatic),69.05,No
3717-LNXKW,38,Month-to-month,Bank transfer (automatic),91.7,No
6384-VMJHP,72,Two year,Credit card (automatic),73.0,No
1013-QCWAM,66,Month-to-month,Electronic check,100.8,No
5474-LAMUQ,24,One year,Mailed check,20.1,No
7356-IWLFW,46,Month-to-month,Bank transfer (automatic),80.0,No
5914-GXMDA,32,One year,Mailed check,19.3,No
4301-VVZKA,16,Month-to-month,Electronic check,75.4,No
2519-ERQOJ,33,Month-to-month,Electronic check,54.6,No
4671-VJLCL,63,Two year,Credit card (automatic),79.85,No
0419-YAAPX,49,Month-to-month,Credit card (automatic),85.3,No
5529-GIBVH,47,Two year,Mailed check,20.15,No
3370-HXOPH,3,Month-to-month,Electronic check,76.1,No
3620-EHIMZ,52,Two year,Mailed check,19.35,No
5146-CBVOE,16,Month-to-month,Bank transfer (automatic),75.1,No
3580-GICBM,61,Two year,Mailed check,24.2,No
7503-MIOGA,72,Two year,Bank transfer (automatic),89.85,No
0739-UUAJR,72,Two year,Credit card (automatic),53.8,No
8882-TLVRW,69,Two year,Mailed check,39.1,No
6485-QXWWE,62,Two year,Bank transfer (automatic),26.0,No
1397-XKKWR,7,One year,Mailed check,35.3,No
5857-XRECV,2,One year,Bank transfer (automatic),20.5,No
0674-DGMAQ,32,Month-to-month,Electronic check,93.5,No
3407-QGWLG,3,Month-to-month,Mailed check,20.05,No
0603-OLQDC,12,Month-to-month,Mailed check,69.85,No
2080-GKCWQ,2,Month-to-month,Electronic check,74.95,No
4374-YMUSQ,34,One year,Credit card (automatic),116.25,No
5701-ZIKJE,13,Month-to-month,Mailed check,50.55,No
4513-CXYIX,71,Two year,Credit card (automatic),80.7,No
1135-LMECX,1,Month-to-month,Mailed check,19.85,No
0247-SLUJI,1,Month-to-month,Mailed check,19.7,No
8270-RKSAP,9,Month-to-month,Electronic check,70.5,No
6617-WLBQC,23,One year,Credit card (automatic),81.85,No
7649-PHJVR,11,One year,Mailed check,19.5,No
2393-DIVAI,3,Month-to-month,Mailed check,20.0,No
5494-WOZRZ,71,Two year,Credit card (automatic),82.0,No
0392-BZIUW,72,Two year,Credit card (automatic),105.0,No
7560-QRBXH,48,One year,Mailed check,19.95,No
0197-PNKNK,69,One year,Bank transfer (automatic),84.45,No
1265-ZFOSD,64,Two year,Mailed check,81.3,No
5442-BXVND,33,Month-to-month,Bank transfer (automatic),24.25,No
9477-LGWQI,70,Two year,Credit card (automatic),80.15,No
8788-DOXSU,59,One year,Bank transfer (automatic),61.35,No
0228-MAUWC,19,Month-to-month,Electronic check,59.55,No
2732-ISEZX,5,Month-to-month,Mailed check,20.5,No
0641-EVBOJ,3,Month-to-month,Mailed check,82.3,No
3003-CMDUU,25,Month-to-month,Electronic check,95.15,No
3623-FQBOX,21,Month-to-month,Mailed check,19.95,No
7016-NVRIC,29,One year,Bank transfer (automatic),90.1,No
3644-QXEHN,13,Month-to-month,Electronic check,97.0,No
4128-ETESU,47,Month-to-month,Electronic check,99.7,No
4860-IJUDE,13,Month-to-month,Credit card (automatic),73.75,No
0374-AACSZ,1,Month-to-month,Electronic check,50.15,No
1391-UBDAR,11,Month-to-month,Electronic check,72.9,No
3219-JQRSL,72,Two year,Credit card (automatic),89.1,No
8623-ULFNQ,26,Month-to-month,Electronic check,66.05,No
5003-OKNNK,15,One year,Credit card (automatic),20.35,No
6953-PBDIN,70,Two year,Bank transfer (automatic),72.95,No
8295-KMENE,59,Two year,Mailed check,76.45,No
0750-EBAIU,52,One year,Electronic check,91.25,No
6164-HXUGH,6,Month-to-month,Mailed check,19.85,No
3891-NLXJB,37,Two year,Mailed check,40.55,No
2274-XUATA,72,Two year,Bank transfer (automatic),63.1,No
0774-IFUVM,11,Month-to-month,Bank transfer (automatic),65.15,No
2927-QRRQV,46,One year,Electronic check,94.65,No
5322-ZSMZY,31,Two year,Mailed check,25.75,No
3696-XRIEN,50,One year,Credit card (automatic),82.5,No
6427-FEFIG,24,Two year,Credit card (automatic),78.6,No
1596-OQSPS,11,Month-to-month,Electronic check,51.1,No
7868-TMWMZ,60,Two year,Bank transfer (automatic),110.0,No
7808-DVWEP,3,Month-to-month,Bank transfer (automatic),20.0,No
8173-RXAYP,24,Two year,Mailed check,19.7,No
4393-GEADV,70,Two year,Credit card (automatic),114.75,No
0665-XHDJU,72,Two year,Electronic check,99.4,No
5336-UFNZP,65,One year,Electronic check,107.45,No
6233-HXJMX,45,Month-to-month,Credit card (automatic),89.3,No
2159-TURXX,5,Month-to-month,Credit card (automatic),20.05,No
1492-KGETH,70,One year,Bank transfer (automatic),78.35,No
6202-DYYFX,22,One year,Credit card (automatic),76.0,No
7449-HVPIV,55,Month-to-month,Credit card (automatic),90.4,No
2018-PZKMU,9,Month-to-month,Electronic check,103.1,No
0839-QNXME,30,Two year,Credit card (automatic),19.4,No
8800-JOOCF,12,Month-to-month,Electronic check,84.05,No
9046-JBFWA,27,Month-to-month,Mailed check,19.15,No
9776-OJUZI,65,Month-to-month,Bank transfer (automatic),95.45,No
5855-EIBDE,49,Two year,Credit card (automatic),106.65,No
0975-UYDTX,26,One year,Credit card (automatic),90.1,No
3071-VBYPO,3,Month-to-month,Electronic check,89.85,No
1131-ALZWV,24,One year,Bank transfer (automatic),24.6,No
6120-RJKLU,62,Two year,Credit card (automatic),79.95,No
2969-WGHQO,7,One year,Electronic check,69.45,No
1730-ZMAME,32,Month-to-month,Electronic check,79.5,No
9351-HXDMR,72,Two year,Credit card (automatic),110.9,No
0839-JTCUD,66,Two year,Credit card (automatic),89.9,No
3011-WQKSZ,19,Month-to-month,Electronic check,20.0,No
1784-EZDKJ,51,One year,Bank transfer (automatic),106.8,No
2190-PHBHR,72,Two year,Credit card (automatic),94.45,No
8597-CTXVJ,70,One year,Bank transfer (automatic),64.95,No
9137-UIYPG,35,Month-to-month,Electronic check,106.9,No
0794-YVSGE,72,Two year,Bank transfer (automatic),20.3,No
0657-DOGUM,48,One year,Bank transfer (automatic),60.6,No
2320-SLKMB,26,Month-to-month,Credit card (automatic),44.45,No
1122-YJBCS,69,One year,Credit card (automatic),53.65,No
3744-ZBHON,3,Month-to-month,Electronic check,20.2,No
8076-FEZKJ,10,One year,Mailed check,19.5,No
3976-NLDEZ,1,Month-to-month,Mailed check,20.6,No
7798-JVXYM,14,Month-to-month,Electronic check,69.65,No
9764-REAFF,59,Two year,Bank transfer (automatic),18.4,No
5465-BUBFA,41,Two year,Bank transfer (automatic),19.3,No
6924-TDGMT,11,One year,Mailed check,20.55,No
3507-GASNP,60,Two year,Mailed check,19.95,No
2275-RBYQS,1,Month-to-month,Mailed check,45.4,No
2592-YKDIF,1,Month-to-month,Mailed check,20.35,No
9003-CPATH,42,Month-to-month,Electronic check,79.9,No
1257-SXUXQ,5,Month-to-month,Mailed check,19.45,No
1460-UZPRJ,60,Two year,Mailed check,19.95,No
1699-UOTXU,60,Two year,Electronic check,61.4,No
8380-MQINP,55,Two year,Mailed check,20.3,No
8486-AYEQH,31,Month-to-month,Electronic check,76.05,No
2923-ARZLG,0,One year,Mailed check,19.7,No
4080-IIARD,13,Month-to-month,Electronic check,76.2,No
1834-ABKHQ,52,One year,Bank transfer (automatic),50.95,No
0282-NVSJS,12,Month-to-month,Mailed check,29.3,No
3258-SYSWS,72,Two year,Bank transfer (automatic),113.8,No
3889-VWBID,68,Two year,Bank transfer (automatic),82.85,No
1936-CZAKF,49,Two year,Credit card (automatic),49.65,No
1427-VERSM,56,Month-to-month,Electronic check,98.7,No
3195-TQDZX,3,Month-to-month,Electronic check,20.25,No
5399-ZIMKF,5,Month-to-month,Electronic check,74.65,No
1915-OAKWD,16,One year,Bank transfer (automatic),19.3,No
4114-QMKVN,56,One year,Bank transfer (automatic),68.75,No
1270-XKUCC,30,Two year,Mailed check,19.7,No
3401-URHDA,51,One year,Credit card (automatic),59.9,No
8958-JPTRR,56,One year,Electronic check,24.3,No
9114-AAFQH,48,One year,Electronic check,65.65,No
9152-AMKAK,6,Two year,Mailed check,80.25,No
9506-UXUSK,13,Month-to-month,Electronic check,70.15,No
6633-SYEUS,23,Month-to-month,Bank transfer (automatic),83.2,No
5895-QSXOD,9,Month-to-month,Mailed check,70.05,No
2167-FQSTQ,72,Two year,Electronic check,92.4,No
1338-CECEE,41,One year,Bank transfer (automatic),68.5,No
2853-CWQFQ,1,Month-to-month,Mailed check,59.55,No
3115-JPJDD,59,One year,Credit card (automatic),81.25,No
2187-PKZAY,12,Month-to-month,Bank transfer (automatic),79.95,No
8268-YDIXR,56,One year,Electronic check,93.15,No
0958-YHXGP,7,Month-to-month,Mailed check,69.9,No
8894-JVDCV,62,One year,Credit card (automatic),115.05,No
9644-KVCNC,66,One year,Bank transfer (automatic),92.15,No
9350-ZXYJC,4,Two year,Credit card (automatic),25.3,No
9518-IMLHK,31,Month-to-month,Bank transfer (automatic),72.45,No
7698-YFGEZ,1,Month-to-month,Mailed check,20.0,No
4501-UYKBC,46,One year,Credit card (automatic),69.1,No
0215-BQKGS,30,Month-to-month,Credit card (automatic),84.3,No
3714-NTNFO,49,Month-to-month,Electronic check,84.5,No
9916-AYHTC,48,Two year,Credit card (automatic),19.85,No
2277-DJJDL,60,Month-to-month,Electronic check,99.0,No
1110-KYLGQ,63,Month-to-month,Credit card (automatic),108.25,No
5329-KRDTM,72,Two year,Credit card (automatic),77.35,No
6992-TKNYO,38,One year,Credit card (automatic),69.0,No
6917-IAYHD,1,Month-to-month,Mailed check,33.6,No
2612-PHGOX,64,Two year,Bank transfer (automatic),76.1,No
6510-UPNKS,23,One year,Credit card (automatic),24.8,No
8016-ZMGMO,66,One year,Bank transfer (automatic),70.85,No
5546-QUERU,13,One year,Mailed check,19.95,No
1089-XZWHH,24,Two year,Mailed check,19.7,No
9978-HYCIN,47,One year,Bank transfer (automatic),84.95,No
4803-LBYPN,34,Month-to-month,Mailed check,20.8,No
6625-FLENO,58,Two year,Mailed check,20.75,No
6034-YMTOB,5,Month-to-month,Mailed check,75.65,No
4369-NYSCF,56,One year,Bank transfer (automatic),75.75,No
9127-QRZMH,44,One year,Bank transfer (automatic),59.85,No
0916-QOFDP,14,Month-to-month,Electronic check,95.8,No
2761-XECQW,8,Month-to-month,Mailed check,43.35,No
5899-OUVKV,31,Month-to-month,Electronic check,94.5,No
1399-OUPJN,57,Two year,Bank transfer (automatic),19.75,No
8208-EUMTE,16,Two year,Mailed check,54.85,No
7996-BPXHY,13,Two year,Bank transfer (automatic),25.0,No
7813-ZGGAW,31,Month-to-month,Bank transfer (automatic),96.6,No
8619-IJNDK,71,Two year,Credit card (automatic),64.05,No
7296-PIXQY,14,Month-to-month,Electronic check,70.2,No
9871-ELEYA,34,Two year,Credit card (automatic),67.65,No
3209-ZPKFI,47,Month-to-month,Electronic check,54.25,No
2805-EDJPQ,56,One year,Credit card (automatic),99.75,No
7285-KLOTR,12,One year,Electronic check,78.85,No
1090-ESELR,72,Two year,Bank transfer (automatic),105.5,No
0603-TPMIB,59,Two year,Mailed check,25.45,No
0959-WHOKV,42,One year,Electronic check,99.0,No
9385-EHGDO,35,Two year,Mailed check,19.85,No
9140-CZQZZ,68,Two year,Bank transfer (automatic),79.6,No
4521-WFJAI,56,Two year,Bank transfer (automatic),25.95,No
8865-TNMNX,10,One year,Mailed check,49.55,No
2129-ALKBS,40,Month-to-month,Electronic check,26.2,No
2176-OSJUV,71,Two year,Bank transfer (automatic),65.15,No
1215-VFYVK,4,Month-to-month,Mailed check,48.25,No
1927-QEWMY,72,Two year,Credit card (automatic),20.5,No
7402-EYFXX,26,Month-to-month,Electronic check,93.6,No
1088-CNNKB,63,One year,Credit card (automatic),80.0,No
8626-XHBIE,56,Two year,Mailed check,24.8,No
4032-RMHCI,41,One year,Credit card (automatic),35.4,No
2640-LYMOV,2,Month-to-month,Mailed check,19.65,No
9121-PHQSR,16,Month-to-month,Credit card (automatic),85.05,No
9489-JMTTN,72,Two year,Credit card (automatic),89.75,No
8565-WUXZU,72,Two year,Credit card (automatic),84.8,No
1410-RSCMR,7,Month-to-month,Credit card (automatic),71.35,No
4683-WYDOU,62,Two year,Bank transfer (automatic),107.6,No
3785-NRHYR,1,Month-to-month,Mailed check,19.65,No
6734-FQAJX,67,Two year,Electronic check,105.05,No
5353-WILCI,28,Month-to-month,Electronic check,56.05,No
0380-ZCSBI,10,Month-to-month,Credit card (automatic),20.0,No
5495-GPSRW,20,Two year,Mailed check,19.7,No
4223-WOZCM,2,Month-to-month,Mailed check,49.95,No
5405-ZMYXQ,8,Month-to-month,Credit card (automatic),74.6,No
